"id","status","city","state","postalCode","dmaName","latitude","longitude","Carrols"
"5597","Open","WESTCHESTER","IL","60154","Chicago, IL","41.833873","-87.898886",FALSE
"5596","Open","HOLLYWOOD","CA","90028","Los Angeles, CA","34.098126","-118.344230",FALSE
"10241","Open","Darien","GA","31305","Savannah, GA","31.398406","-81.451400",FALSE
"10243","Open","SALAMANCA","NY","14779","Buffalo, NY","42.157236","-78.747933",TRUE
"5640","Open","VAN WERT","OH","45891","Ft. Wayne, IN","40.858525","-84.597622",TRUE
"5635","Open","PARIS","TN","38242","Nashville, TN","36.288968","-88.314412",TRUE
"5633","Open","LAFAYETTE","IN","47905","Indianapolis, IN","40.418186","-86.827815",TRUE
"5632","Open","RICHMOND","VA","23235","Richmond- Petersburg, VA","37.497004","-77.545366",TRUE
"5631","Open","INDIANAPOLIS","IN","46254","Indianapolis, IN","39.851473","-86.241115",TRUE
"5630","Open","INDIANAPOLIS","IN","46221","Indianapolis, IN","39.715917","-86.233987",TRUE
"5629","Open","PIGEON FORGE","TN","37863","Knoxville, TN","35.804967","-83.577188",TRUE
"5628","Open","OMAHA","NE","68108","Omaha, NE","41.237629","-95.933107",FALSE
"5624","Open","Lansing","MI","48906","Lansing, MI","42.740980","-84.545999",FALSE
"26114","Open","Columbia","MS","39429","Laurel/Hattiesburgh, MS","31.236640","-89.825453",FALSE
"27010","Open","New Port richey","FL","34655","Tampa-St. Petersburg, FL","28.206072","-82.666225",FALSE
"5654","Open","ORLANDO","FL","32819","Orlando-Daytona Bch, FL","28.462316","-81.455533",FALSE
"5652","Open","Crowley","LA","70526","Lafayette, LA","30.234294","-92.384794",FALSE
"5651","Open","las vegas","NV","89145","Las Vegas, NV","36.172735","-115.243732",FALSE
"5648","Open","LITTLE ROCK","AR","72204","Little Rock-Pine Bluff, AR","34.721570","-92.342480",FALSE
"5646","Open","GREENVILLE","SC","29615","Greenville-Spart-Asheville, SC","34.857830","-82.256705",TRUE
"5643","Open","Shelbyville","IN","46176","Indianapolis, IN","39.521888","-85.747780",FALSE
"5642","Open","NORTHRIDGE","CA","91325","Los Angeles, CA","34.235146","-118.503500",FALSE
"5641","Open","TALLAHASSEE","FL","32301","Tallahassee-Thomasville, FL","30.441503","-84.261406",FALSE
"5659","Open","MEMPHIS","TN","38114","Memphis, TN","35.104482","-89.983610",TRUE
